City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,banda aceh,48,ID,1553666434,97,5.56,95.32,81.08,0.29
384,verkhnyaya inta,88,RU,1553666434,77,65.99,60.32,31.22,9.24
385,fairbanks,90,US,1553666408,93,64.84,-147.72,41.0,7.34
386,manicore,92,BR,1553666435,95,-5.81,-61.3,75.41,1.63
387,bozhou,80,CN,1553666436,71,33.86,115.78,66.77,5.21
388,turukhansk,48,RU,1553666247,93,65.8,87.96,26.36,20.54
389,kipini,20,KE,1553662560,83,-2.53,40.53,80.6,4.99
390,monte carmelo,68,BR,1553666437,91,-18.73,-47.5,67.85,2.86
391,methoni,48,GR,1553666148,87,36.82,21.7,55.99,4.7
392,ola,76,RU,1553666438,100,59.58,151.3,21.5,11.48
393,mayna,0,RU,1553666438,46,53.0,91.49,37.7,1.74
394,natal,40,BR,1553662800,88,-5.81,-35.21,77.0,3.36
395,wanning,75,AT,1553666409,86,48.64,13.53,37.99,8.05
396,mompos,20,CO,1553666439,89,9.24,-74.43,77.84,2.64
397,hofn,80,IS,1553666190,99,64.25,-15.21,40.94,27.81
398,cassia,75,US,1553666427,93,28.89,-81.47,64.0,5.82
399,shaping,88,CN,1553666441,48,29.23,103.26,60.92,2.42
400,fort nelson,40,CA,1553662800,64,58.81,-122.69,37.4,8.05
401,samarai,12,PG,1553666377,98,-10.62,150.67,83.87,12.93
402,saint-joseph,0,FR,1553666407,55,43.56,6.97,46.4,4.7
403,tevaitoa,24,PF,1553666442,100,-16.78,-151.5,83.6,3.87
404,maragheh,75,IR,1553662800,86,37.39,46.24,41.0,4.7
405,namatanai,0,PG,1553666443,94,-3.66,152.44,84.41,13.49
406,hollister,1,US,1553666405,87,36.85,-121.4,61.0,2.19
407,newport,0,GB,1553666248,86,51.59,-3.0,39.99,4.7
408,mumford,0,GH,1553666444,92,5.26,-0.76,75.5,3.98
409,notre-dame-de-gravenchon,90,FR,1553666437,93,49.49,0.57,42.01,2.24
410,san francisco,75,US,1553666176,76,37.78,-122.42,57.2,4.7
411,tete,75,MZ,1553662800,94,-16.16,33.59,75.2,1.12
412,sayula,0,MX,1553666445,69,19.88,-103.6,52.91,1.52
413,aykhal,80,RU,1553666446,87,65.95,111.51,25.01,8.01
414,puyo,48,EC,1553666446,92,-1.48,-78.0,59.03,2.53
415,ayan,12,TR,1553666223,46,40.67,33.6,39.41,3.65
416,tamandare,48,BR,1553666447,91,-8.28,-70.75,76.94,4.54
417,kitgum,76,UG,1553666447,84,3.3,32.88,70.82,3.98
418,sultanpur,0,IN,1553666448,80,26.26,82.07,80.54,4.43
419,kholm,36,RU,1553666448,64,57.15,31.18,30.5,14.94
420,taltal,0,CL,1553666449,90,-25.41,-70.49,53.27,2.42
421,pasinler,75,TR,1553664000,100,39.98,41.67,30.2,2.24
422,mildura,0,AU,1553665620,22,-34.18,142.16,79.0,6.93
423,volokonovka,20,RU,1553666450,93,50.48,37.87,37.07,4.54
424,ambilobe,92,MG,1553666450,97,-13.19,49.05,79.64,4.09
425,piranhas,76,BR,1553666451,93,-9.61,-37.76,74.15,3.53
426,hargeysa,40,SO,1553662800,73,9.56,44.06,73.4,16.11
427,chukhloma,80,RU,1553666451,97,58.76,42.68,29.42,7.45
428,margate,0,AU,1553666174,32,-43.03,147.26,68.0,13.87
429,beyneu,92,KZ,1553666358,76,45.32,55.19,42.2,11.25
430,sao felix do xingu,48,BR,1553666264,100,-6.64,-51.99,71.27,2.19
431,los llanos de aridane,0,ES,1553666419,72,28.66,-17.92,60.8,3.36
432,azanka,0,RU,1553666453,75,58.04,64.79,36.44,6.78
433,sao miguel do araguaia,56,BR,1553666453,95,-13.28,-50.16,71.9,6.22
434,konongo,12,GH,1553666453,91,6.62,-1.21,69.56,2.86
435,waingapu,36,ID,1553666454,100,-9.65,120.26,78.11,4.09
436,marzuq,0,YE,1553666454,48,14.4,46.47,74.51,3.76
437,east point,90,US,1553666420,87,33.68,-84.44,53.6,8.68
438,te anau,8,NZ,1553666203,68,-45.41,167.72,50.03,7.23
439,sena madureira,36,BR,1553666455,96,-9.07,-68.66,75.14,2.75
440,itarema,48,BR,1553666456,97,-2.92,-39.92,73.07,3.65
441,mayo,20,CA,1553662800,79,63.59,-135.9,28.4,1.07
442,xuanzhou,68,CN,1553666456,96,30.95,118.78,64.88,5.1
443,kuusamo,0,FI,1553664000,84,65.96,29.19,-0.41,1.12
444,yalta,92,UA,1553666457,96,46.96,37.27,43.01,5.66
445,nome,1,US,1553666126,55,30.04,-94.42,60.8,4.7
446,henties bay,48,NA,1553662931,94,-22.12,14.28,61.0,1.01
447,mount gambier,40,AU,1553662800,63,-37.83,140.78,64.4,5.82
448,constitucion,44,MX,1553666416,31,23.99,-104.67,64.0,3.0
449,gamba,12,CN,1553666460,86,28.28,88.52,17.36,9.8
450,bandarbeyla,76,SO,1553666263,100,9.49,50.81,79.73,3.65
451,thanh hoa,75,VN,1553664600,55,10.21,106.33,91.4,10.29
452,moose factory,20,CA,1553662800,40,51.26,-80.61,33.8,12.75
453,rio claro,0,BR,1553666203,86,-22.41,-47.56,67.04,5.1
454,shitanjing,56,CN,1553666461,19,39.23,106.34,58.67,5.32
455,jacareacanga,8,BR,1553666462,97,-6.22,-57.76,73.79,2.08
456,buraydah,0,SA,1553662800,44,26.33,43.97,60.8,9.17
457,shahrud,8,IR,1553666462,100,36.42,54.97,44.72,3.42
458,changde,44,CN,1553666463,98,29.04,111.68,72.44,3.98
459,tsiroanomandidy,44,MG,1553666463,100,-18.77,46.05,71.18,4.32
460,bilma,0,NE,1553666463,19,18.69,12.92,59.57,7.67
461,solnechnyy,48,RU,1553666464,61,50.72,136.64,24.11,3.76
462,quang ngai,0,VN,1553666325,65,15.12,108.8,83.24,3.2
463,vila,0,IT,1553666464,64,45.18,8.4,48.0,6.93
464,verkhoyansk,0,RU,1553666465,63,67.55,133.39,8.27,3.76
465,castle douglas,80,GB,1553666345,91,54.94,-3.92,46.0,8.9
466,dzaoudzi,0,YT,1553664600,79,-12.79,45.27,86.0,5.82
467,alofi,92,NU,1553662800,94,-19.06,-169.92,77.0,10.29
468,vuktyl,80,RU,1553666284,72,63.86,57.31,32.84,7.67
469,mackenzie,20,CA,1553662800,60,55.34,-123.09,39.2,2.24
470,albanel,5,CA,1553666228,40,48.88,-72.44,15.8,6.93
471,cabo san lucas,75,MX,1553666101,40,22.89,-109.91,71.6,10.29
472,krutinka,0,RU,1553666468,100,56.01,71.51,31.4,8.79
473,port keats,0,AU,1553666468,80,-14.25,129.55,91.79,3.2
474,fuyang,100,CN,1553666356,84,32.89,115.81,62.45,4.21
475,zyryanovsk,68,KZ,1553666469,54,49.74,84.27,41.93,2.75
476,chenghai,75,CN,1553662800,69,23.46,116.77,75.2,2.24
477,rengo,0,CL,1553662800,76,-34.41,-70.86,55.4,4.7
478,lamar,1,US,1553666412,58,38.09,-102.62,57.99,17.22
479,mahdasht,75,IR,1553665942,65,35.73,50.81,48.2,6.93
480,tocopilla,36,CL,1553666289,100,-22.09,-70.2,60.56,1.74
481,nyazepetrovsk,68,RU,1553666471,80,56.06,59.6,34.1,9.8
482,douentza,64,ML,1553666472,70,15.01,-2.95,75.14,3.42
483,aripuana,36,BR,1553666262,96,-9.17,-60.63,74.6,1.97
484,tazovskiy,48,RU,1553666473,97,67.47,78.7,33.38,19.64
485,tabou,0,CI,1553666473,98,4.42,-7.36,83.15,6.78
486,turayf,75,SA,1553662800,81,31.68,38.65,48.2,6.93
487,mareeba,80,AU,1553666020,79,-16.99,145.42,87.01,10.29
488,pacific grove,90,US,1553666473,93,36.62,-121.92,61.0,2.19
489,suba,76,CN,1553666475,48,28.73,103.51,66.23,2.86
490,chebenki,0,RU,1553664600,80,51.93,55.71,35.6,6.71
491,mbandaka,8,CD,1553666476,94,0.05,18.26,76.85,2.42
492,meadow lake,48,CA,1553666476,79,54.13,-108.44,27.8,2.86
493,san cristobal,90,EC,1553665660,93,-0.39,-78.55,59.0,4.7
494,yarmouth,0,GB,1553666344,80,50.71,-1.5,43.0,4.7
495,oranjestad,20,AW,1553662800,83,12.52,-70.03,78.8,12.75
496,salgar,75,CO,1553666276,93,5.96,-75.98,60.8,2.24
497,kijang,0,KR,1553662800,22,35.24,129.21,66.2,18.34
498,eureka,90,US,1553666477,81,40.8,-124.16,53.01,4.7
499,lac-megantic,1,CA,1553666478,84,45.58,-70.88,10.99,2.24
500,kutum,0,SD,1553666466,25,14.2,24.66,65.33,10.8
501,nadym,36,RU,1553666479,96,65.53,72.51,35.27,16.28
502,billings,40,US,1553666105,49,45.79,-108.5,48.2,9.17
503,jawhar,0,IN,1553666480,30,19.91,73.23,97.64,3.76
504,mackay,90,CA,1553662800,100,53.65,-115.58,33.8,4.7
505,hualmay,24,PE,1553666253,94,-11.1,-77.61,63.35,3.76
506,umm lajj,0,SA,1553666481,79,25.02,37.27,68.21,4.65
507,baturaja,44,ID,1553666482,93,-4.12,104.17,84.68,4.65
508,matagami,20,NG,1553666385,29,9.67,8.4,70.82,10.69
509,dawei,44,MM,1553666482,72,14.07,98.19,84.14,2.86
510,vitim,76,RU,1553666483,70,59.44,112.57,24.38,3.87
511,batemans bay,0,AU,1553666450,65,-35.71,150.18,70.0,5.99
512,umba,0,RU,1553666484,80,66.69,34.34,15.29,5.77
513,almeirim,0,PT,1553666185,76,39.21,-8.63,60.01,5.82
514,honiara,32,SB,1553666260,84,-9.43,159.96,81.62,2.86
515,altagracia de orituco,0,VE,1553666484,77,9.86,-66.38,72.08,10.47
516,hrusovany nad jevisovkou,0,CZ,1553666484,80,48.83,16.4,42.01,4.7
517,loa janan,44,ID,1553666485,68,-0.58,117.09,88.01,2.86
518,vagur,92,FO,1553666485,93,61.47,-6.81,46.61,11.25
519,gulabpura,0,IN,1553666486,31,25.91,74.66,88.91,4.54
520,pisco,20,PE,1553662800,82,-13.71,-76.2,68.0,1.12
521,sumbe,48,AO,1553666487,100,-11.2,13.84,78.83,3.65
522,bud,75,NO,1553666484,93,62.91,6.91,42.8,13.87
523,manado,40,ID,1553664600,55,1.49,124.85,89.6,10.29
524,charleston,1,US,1553666410,55,38.35,-81.63,33.8,4.54
525,huancavelica,92,PE,1553666489,100,-12.79,-74.97,41.66,2.53
526,monroe,1,US,1553666457,100,41.91,-83.4,32.0,5.21
527,mount isa,75,AU,1553664600,74,-20.73,139.49,80.6,17.22
528,richards bay,68,ZA,1553666490,94,-28.77,32.06,69.38,1.97
529,ambatondrazaka,0,MG,1553666490,84,-17.82,48.43,75.95,2.98
530,kalispell,1,US,1553666417,80,48.2,-114.32,35.01,3.36
531,westport,88,IE,1553666436,84,53.8,-9.52,50.0,11.99
532,eseka,12,CM,1553666491,93,3.65,10.77,71.72,2.42
533,kieta,68,PG,1553666492,100,-6.22,155.63,78.83,4.21
534,surgut,40,RU,1553664600,74,61.25,73.4,35.6,13.42
535,farmington,40,US,1553666109,21,36.73,-108.21,60.8,8.05
536,nhulunbuy,75,AU,1553664600,79,-12.18,136.78,86.0,8.05
537,den helder,20,NL,1553666489,93,52.96,4.76,45.0,5.82
538,gigmoto,48,PH,1553666493,91,13.78,124.39,81.8,14.72
